Algorithm,Params,Validation,Accuracy,Recall,Precision,F1
GaussianNB,Default,CV-10,0.8750888824282873,0.8750888824282873,0.896894544410717,0.8740885559519358
KNeighborsClassifier,n_neighbors:7-algorithm:auto-metric:minkowski-weights:uniform,CV-10,0.8844147537668118,0.8844147537668118,0.8960956221829555,0.8746428993153668
KNeighborsClassifier,n_neighbors:7-algorithm:auto-metric:euclidean-weights:uniform,CV-10,0.8844147537668118,0.8844147537668118,0.8960956221829555,0.8746428993153668
KNeighborsClassifier,n_neighbors:7-algorithm:ball_tree-metric:minkowski-weights:uniform,CV-10,0.8844147537668118,0.8844147537668118,0.8960956221829555,0.8746428993153668
KNeighborsClassifier,n_neighbors:7-algorithm:ball_tree-metric:euclidean-weights:uniform,CV-10,0.8844147537668118,0.8844147537668118,0.8960956221829555,0.8746428993153668
KNeighborsClassifier,n_neighbors:7-algorithm:kd_tree-metric:minkowski-weights:uniform,CV-10,0.8844147537668118,0.8844147537668118,0.8960956221829555,0.8746428993153668
KNeighborsClassifier,n_neighbors:7-algorithm:kd_tree-metric:euclidean-weights:uniform,CV-10,0.8844147537668118,0.8844147537668118,0.8960956221829555,0.8746428993153668
KNeighborsClassifier,n_neighbors:7-algorithm:brute-metric:minkowski-weights:uniform,CV-10,0.8844147537668118,0.8844147537668118,0.8960956221829555,0.8746428993153668
KNeighborsClassifier,n_neighbors:7-algorithm:brute-metric:euclidean-weights:uniform,CV-10,0.8844147537668118,0.8844147537668118,0.8960956221829555,0.8746428993153668
RandomForestClassifier,n_estimators:10-criterion:entropy-min_samples_split:2-min_samples_leaf:1-bootstrap:True,CV-10,0.8759242171436276,0.8631828083392321,0.8936193823740142,0.8386670220761803
KNeighborsClassifier,n_neighbors:8-algorithm:kd_tree-metric:euclidean-weights:uniform,CV-10,0.8748455565106009,0.8748455565106009,0.8880512739231193,0.8655348316975825
KNeighborsClassifier,n_neighbors:8-algorithm:auto-metric:minkowski-weights:uniform,CV-10,0.8748455565106009,0.8748455565106009,0.8880512739231193,0.8655348316975825
KNeighborsClassifier,n_neighbors:8-algorithm:auto-metric:euclidean-weights:uniform,CV-10,0.8748455565106009,0.8748455565106009,0.8880512739231193,0.8655348316975825
KNeighborsClassifier,n_neighbors:8-algorithm:ball_tree-metric:minkowski-weights:uniform,CV-10,0.8748455565106009,0.8748455565106009,0.8880512739231193,0.8655348316975825
KNeighborsClassifier,n_neighbors:8-algorithm:kd_tree-metric:minkowski-weights:uniform,CV-10,0.8748455565106009,0.8748455565106009,0.8880512739231193,0.8655348316975825
